Unnamed: 0,id,is_robot,nickname,consent,status,pollution_id,num_jugador,partida_id,num_seleccions,bots,acabat,endowment_initial,endowment_current,contributed_public_goods,winnings_public_goods,savings_public_goods,coins_total,tickets,gender,age_range,educational_level,economic_status,working_status,residence,frame_pr1,frame_pr2,frame_pr3,verification_pr1,verification_pr2,verification_pr3,verification_pr4,enquesta_final_pr1,enquesta_final_pr2,enquesta_final_pr3,enquesta_final_pr4,enquesta_final_pr5,enquesta_final_pr6,enquesta_final_pr7,enquesta_final_pr8,enquesta_final_pr9,enquesta_final_pr10,enquesta_final_pr11,date_tutorial,date_register,date_creation,date_end,comment,contributions,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,no2_level,control_wealth
40,1045,0,0213,1,END,1.0,3.0,1007.0,10,0,1,40,26,14,26,26,26.0,2,M,r2,r4,r2,r4,r1,r1,r2,r1,r2,r2,r1,,r4,r4,r1,r1,r3,r2,r2,r2,r3,r3,Restriccions de circulació automobil,2018-04-23 10:53:04.794868,2018-04-23 10:55:32.377119,2018-04-23 10:50:59.074631,2018-04-23 11:02:38.522406,,[4 2 4 2 0 0 0 2 0 0],4.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,50.31,EQUAL
41,1046,0,0059,1,END,11.0,6.0,1007.0,10,0,1,40,28,12,28,28,28.0,2,M,r2,r4,r2,r4,r11,r3,r3,r1,r2,r2,r1,,r3,r4,r2,r4,r1,r2,r1,r4,r3,r2,prohibir progressivament la circulació de vehicles motors per dins de la ciutat,2018-04-23 10:53:50.600244,2018-04-23 10:56:04.884153,2018-04-23 10:51:20.532621,2018-04-23 11:03:31.842738,,[2 2 4 0 0 0 0 4 0 0],2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,46.23,EQUAL
42,1053,0,0011,1,END,6.0,3.0,1008.0,10,0,1,48,22,26,22,22,22.0,2,M,r4,r4,r2,r2,r6,r2,r3,r1,r2,r2,r1,,r4,r4,r3,r4,r2,r2,r1,r3,r3,r2,"No permetre la circulacio de cotxes al centre de les ciutats






",2018-04-23 11:12:20.425100,2018-04-23 11:14:24.933775,2018-04-23 11:11:42.657609,2018-04-23 11:25:28.122220,,[2 4 2 4 2 4 2 4 2 0],2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,0.0,43.8,UNEQUAL-L
43,1054,0,0022,1,END,7.0,6.0,1008.0,10,0,1,48,28,20,28,28,28.0,2,F,r4,r4,r2,r4,r7,r2,r2,r1,r2,r2,r1,,r4,r4,r3,r5,r2,r4,r2,r2,r3,r1,"menos coches y mas servucio publico y bicis
",2018-04-23 11:13:12.912902,2018-04-23 11:15:24.206818,2018-04-23 11:12:20.571711,2018-04-23 11:24:55.679952,,[2 4 2 4 2 4 0 2 0 0],2.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,39.53,UNEQUAL-L
44,1055,0,Popo,1,END,2.0,1.0,1008.0,10,0,1,24,6,18,6,6,6.0,1,F,r2,r4,r1,r2,r2,r2,r3,r1,r2,r2,r1,,r4,r5,r1,r5,r1,r1,r2,r3,r3,r1,"Educacion



",2018-04-23 11:14:20.541197,2018-04-23 11:16:41.511620,2018-04-23 11:13:00.637472,2018-04-23 11:25:03.011376,,[4 2 0 2 2 4 0 2 2 0],4.0,2.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,0.0,52.38,UNEQUAL-L
45,1056,0,0007,1,END,6.0,4.0,1008.0,10,0,1,48,30,18,30,30,30.0,3,F,r3,r4,r3,r1,r6,r1,r3,r1,r2,r2,r1,,r4,r5,r1,r5,r1,r5,r1,r2,r3,r1,No,2018-04-23 11:14:52.638083,2018-04-23 11:18:11.861443,2018-04-23 11:13:55.398298,2018-04-23 11:26:18.731831,,[2 0 2 2 4 2 2 4 0 0],2.0,0.0,2.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,43.8,UNEQUAL-L
46,1057,0,0003,1,END,6.0,5.0,1008.0,10,0,1,48,16,32,16,16,16.0,2,F,r3,r4,r1,r1,r6,r2,r2,r1,r2,r2,r1,,r4,r5,r2,r5,r1,r5,r1,r2,r3,r1,"Restringir el pas de vehicles en certes zones de la ciutat, augmentar les zones verdes.",2018-04-23 11:16:25.735589,2018-04-23 11:18:47.301064,2018-04-23 11:14:19.482000,2018-04-23 11:24:49.647580,,[4 4 4 4 4 4 4 4 0 0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,43.8,UNEQUAL-L
47,1058,0,0020,1,END,2.0,2.0,1008.0,10,0,1,24,10,14,10,10,10.0,1,F,r4,r4,r2,r3,r2,r1,r2,r1,r2,r2,r1,,r3,r4,r3,r5,r1,r2,r1,r3,r3,r2,Tot el transport public hauria de funcionar amb energies netes,2018-04-23 11:15:48.997156,2018-04-23 11:17:58.225298,2018-04-23 11:14:56.494523,2018-04-23 11:24:28.236012,,[2 2 4 0 2 2 0 2 0 0],2.0,2.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,52.38,UNEQUAL-L
52,1067,0,0016,1,END,9.0,5.0,1010.0,10,0,1,60,42,18,42,42,42.0,3,M,r3,r4,r3,r4,r9,r1,r3,r1,r2,r2,r1,,r3,r5,r1,r5,r1,r5,r1,r4,r3,r1,"Regulacion de los coches en la ciudad, automatizacion y acceso aal transporte publico",2018-04-23 11:58:01.446005,2018-04-23 12:00:12.698257,2018-04-23 11:55:19.805735,2018-04-23 12:13:19.816745,,[4 0 4 4 2 2 0 2 0 0],4.0,0.0,4.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,44.17,UNEQUAL-H
53,1068,0,Miralls,1,END,6.0,6.0,1010.0,10,0,1,60,38,22,38,38,38.0,3,M,r3,r3,r1,r2,r6,r1,r3,r1,r2,r2,r1,,r4,r5,r1,r5,r1,r5,r3,r2,r3,r2,"...
",2018-04-23 12:01:00.931099,2018-04-23 12:04:43.012763,2018-04-23 11:55:37.522267,2018-04-23 12:12:37.865004,,[4 4 2 4 2 2 0 2 0 2],4.0,4.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,43.8,UNEQUAL-H
54,1069,0,PARTICIPANT 0002,1,END,3.0,2.0,1010.0,10,0,1,30,12,18,12,12,12.0,1,M,r4,r4,r2,r3,r3,r1,r3,r1,r2,r2,r1,,r1,r5,r1,r4,r1,r2,r3,r3,r3,r3,"No
",2018-04-23 11:59:10.650781,2018-04-23 12:02:35.687970,2018-04-23 11:57:51.637351,2018-04-23 12:12:04.998904,,[2 4 4 4 4 0 0 0 0 0],2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,46.89,UNEQUAL-H
55,1070,0,0221,1,END,11.0,3.0,1010.0,10,0,1,30,2,28,2,2,2.0,1,O,r4,r4,r3,r3,r11,r2,r1,r1,r2,r2,r1,,r5,r3,r2,r3,r3,r4,r1,r2,r3,r1,"No
",2018-04-23 11:59:10.461804,2018-04-23 12:03:32.404842,2018-04-23 11:57:53.299196,2018-04-23 12:13:15.273667,,[2 2 2 4 4 2 2 4 2 4],2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,46.23,UNEQUAL-H
56,1071,0,0004,1,END,11.0,4.0,1010.0,10,0,1,30,8,22,8,8,8.0,1,F,r4,r4,r2,r3,r11,r3,r1,r1,r2,r2,r1,,r4,r4,r1,r4,r4,r2,r3,r3,r3,r1,"ban cars from centre.








",2018-04-23 11:59:22.066890,2018-04-23 12:01:28.881647,2018-04-23 11:58:37.981387,2018-04-23 12:13:10.648999,,[4 2 2 0 2 2 2 4 2 2],4.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,2.0,2.0,46.23,UNEQUAL-H
57,1072,0,0030,1,END,1.0,1.0,1010.0,10,0,1,30,2,28,2,2,2.0,1,F,r6,r4,r3,r3,r1,r2,r2,r1,r2,r2,r1,,r3,r3,r3,r4,r2,r4,r3,r2,r3,r3,Tots a bibicleta i menos turistas,2018-04-23 12:02:26.753087,2018-04-23 12:05:20.671511,2018-04-23 12:01:30.026059,2018-04-23 12:12:29.239422,,[2 4 4 4 2 4 4 4 0 0],2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,50.31,UNEQUAL-H
58,1073,0,nenjxxjdmc,1,END,1.0,3.0,1011.0,9,1,1,40,8,32,8,8,8.0,1,M,r1,r3,r1,r1,r1,r2,r2,r2,r2,r2,r1,,r1,r4,r3,r5,r4,r3,r3,r1,r3,r2,No,2018-04-23 12:27:35.992105,2018-04-23 12:29:05.621528,2018-04-23 12:20:39.607606,2018-04-23 12:37:15.958573,,[2 0 4 4 4 4 4 4 2 4],2.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,50.31,EQUAL
59,1074,0,0034,1,END,1.0,4.0,1011.0,10,0,1,40,8,32,8,8,8.0,1,M,r3,r4,r1,r4,r1,r2,r1,r1,r2,r2,r1,,r4,r4,r1,r3,r1,r4,r3,r1,r3,r1,Control de trafico y prohibicion de automoviles antiguos/viejos. ,2018-04-23 12:27:02.262979,2018-04-23 12:30:29.821839,2018-04-23 12:25:19.555652,2018-04-23 12:39:09.747963,,[2 4 4 4 2 4 4 4 4 0],2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,50.31,EQUAL
60,1075,0,0131,1,END,1.0,5.0,1011.0,10,0,1,40,24,16,24,24,24.0,2,M,r1,r3,r1,r2,r1,r2,r1,r2,r2,r2,r1,,r1,r4,r1,r4,r2,r3,r3,r1,r4,r3,"No


",2018-04-23 12:26:30.572056,2018-04-23 12:28:20.208265,2018-04-23 12:25:29.984029,2018-04-23 12:35:39.604240,,[2 4 2 2 4 2 0 0 0 0],2.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,50.31,EQUAL
61,1076,0,0135,1,END,1.0,6.0,1011.0,10,0,1,40,30,10,30,30,30.0,3,M,r1,r3,r1,r2,r1,r1,r2,r1,r2,r2,r1,,r1,r4,r1,r5,r4,r5,r2,r3,r3,r3,Wno,2018-04-23 12:27:34.981246,2018-04-23 12:30:09.766976,2018-04-23 12:25:44.053348,2018-04-23 12:37:08.382925,,[2 2 0 2 0 0 2 2 0 0],2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,50.31,EQUAL
62,1077,0,0111,1,END,2.0,1.0,1011.0,10,0,1,40,20,20,20,20,20.0,2,M,r3,r4,r3,r4,r2,r2,r2,r1,r2,r2,r1,,r4,r1,r1,r3,r2,r4,r2,r1,r4,r1,Dejar el automovil y vehiculos motorizados en casa. ,2018-04-23 12:27:15.159503,2018-04-23 12:30:05.648482,2018-04-23 12:25:47.889099,2018-04-23 12:38:35.553886,,[2 4 0 2 0 4 0 2 4 2],2.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,4.0,2.0,52.38,EQUAL
63,1078,0,0083,1,END,2.0,2.0,1011.0,10,0,1,40,4,36,4,4,4.0,1,F,r3,r4,r3,r4,r2,r2,r2,r1,r2,r2,r1,,r4,r4,r1,r4,r3,r5,r2,r3,r3,r1,"Reducir el uso del coche creando mejoras en el transporte publico y comunicando beneficios en la salud, la economia domestica y el medio ambiente.",2018-04-23 12:26:51.160356,2018-04-23 12:30:04.648703,2018-04-23 12:25:59.740533,2018-04-23 12:39:49.139843,,[4 2 4 4 2 4 4 4 4 4],4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,52.38,EQUAL
69,1087,0,0110,1,END,6.0,5.0,1013.0,10,0,1,48,10,38,10,10,10.0,1,F,r3,r4,r2,r3,r6,r1,r3,r1,r2,r2,r1,,r1,r5,r1,r5,r1,r5,r1,r4,r3,r4,Add a congestion charge (taxing cars entering the city during peak hours) to make people think more about using public transport. Also starting some carpooling initiatives to encourage people to carpool (maybe rewarding them with a ticket Restaurante or something).,2018-04-23 13:18:53.348378,2018-04-23 13:22:22.070833,2018-04-23 13:18:17.836980,2018-04-23 13:33:11.045087,,[4 4 4 4 2 4 4 4 4 4],4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,43.8,UNEQUAL-L
70,1088,0,0155,1,END,6.0,6.0,1013.0,10,0,1,48,30,18,30,30,30.0,3,F,r2,r4,r1,r1,r6,r2,r2,r1,r2,r2,r1,,r4,r4,r1,r4,r2,r4,r3,r1,r3,r1,"Fomentar el uso del transporte público dentro de la ciudad.
",2018-04-23 13:21:31.817126,2018-04-23 13:24:06.237692,2018-04-23 13:18:27.728639,2018-04-23 13:34:11.375224,,[4 2 2 0 0 2 2 2 2 2],4.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,43.8,UNEQUAL-L
71,1089,0,151,1,END,9.0,4.0,1013.0,10,0,1,48,26,22,26,26,26.0,2,M,r3,r4,r2,r4,r9,r3,r3,r1,r2,r2,r1,,r2,r5,r1,r3,r3,r5,r3,r2,r3,r4,"La millora passa per reduir les emisions dels vehicles que circulen per Barcelona, restringint la seva circulació. Però, abans d'això s'ha de millor molt la xarxa de transport públic. Per tal de fomemtar la seva utilització
",2018-04-23 13:19:42.821602,2018-04-23 13:23:09.991844,2018-04-23 13:18:27.963718,2018-04-23 13:34:56.905467,,[2 4 2 2 4 4 4 0 0 0],2.0,4.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,44.17,UNEQUAL-L
72,1090,0,0066,1,END,1.0,1.0,1013.0,10,0,1,24,6,18,6,6,6.0,1,M,r3,r4,r3,r3,r1,r2,r3,r1,r2,r2,r1,,r4,r4,r1,r5,r2,r2,r2,r2,r3,r1,no ,2018-04-23 13:20:44.750939,2018-04-23 13:23:10.152078,2018-04-23 13:19:44.660662,2018-04-23 13:33:26.920247,,[2 2 4 2 2 2 0 2 2 0],2.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,50.31,UNEQUAL-L
73,1091,0,0143,1,END,3.0,2.0,1013.0,10,0,1,24,12,12,12,12,12.0,1,F,r3,r4,r3,r3,r3,r3,r3,r1,r2,r2,r1,,r4,r1,r1,r4,r3,r4,r1,r2,r4,r1,Install air meters to measure air pollution so every resudent could read it at any time of the day,2018-04-23 13:21:12.543747,2018-04-23 13:23:22.725080,2018-04-23 13:19:50.557162,2018-04-23 13:32:47.448298,,[4 2 4 0 0 0 2 0 0 0],4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,46.89,UNEQUAL-L
74,1092,0,0139,1,END,11.0,3.0,1013.0,10,0,1,48,24,24,24,24,24.0,2,M,r2,r4,r4,r4,r11,r1,r3,r2,r2,r2,r1,,r5,r4,r1,r4,r3,r4,r1,r2,r4,r1,A,2018-04-23 13:21:36.244999,2018-04-23 13:25:53.922966,2018-04-23 13:19:55.981023,2018-04-23 13:33:18.440637,,[2 4 0 2 2 4 2 4 2 2],2.0,4.0,0.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,46.23,UNEQUAL-L
75,1093,0,0225,1,END,9.0,6.0,1014.0,10,0,1,60,48,12,48,48,48.0,4,M,r3,r4,r2,r2,r9,r2,r2,r1,r2,r2,r1,,r4,r4,r1,r4,r1,r5,r3,r3,r2,r1,"Simplemente contolar los señalamientos viales para ahumentar el flujo constante de vehiculos, haciendo que no se detengan tanto, ya que cada que se detienen contaminan mas 
",2018-04-23 13:39:11.246707,2018-04-23 13:42:39.762678,2018-04-23 13:34:25.156650,2018-04-23 13:53:42.661974,,[4 2 0 2 0 0 2 2 0 0],4.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,44.17,UNEQUAL-H
76,1095,0,Participant0122,1,END,11.0,2.0,1014.0,10,0,1,30,12,18,12,12,12.0,1,M,r6,r3,r3,r3,r11,r2,r3,r1,r2,r2,r1,,r2,r4,r2,r3,r4,r1,r3,r5,r5,r3,".no
",2018-04-23 13:39:20.360248,2018-04-23 13:43:35.971028,2018-04-23 13:37:47.961212,2018-04-23 13:55:35.887332,,[2 4 0 2 4 0 2 0 4 0],2.0,4.0,0.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,46.23,UNEQUAL-H
77,1096,0,0126,1,END,11.0,3.0,1014.0,10,0,1,30,0,30,0,0,0.0,1,F,r6,r4,r3,r3,r11,r2,r2,r1,r2,r2,r1,,r3,r4,r2,r5,r4,r1,r2,r4,r3,r3,"Soc de castellar del valles i tot ique shan fet vials de bici importants no s esta fomentant sobretot als petits vial i costums 

",2018-04-23 13:42:59.600932,2018-04-23 13:46:36.625599,2018-04-23 13:38:08.160876,2018-04-23 13:56:28.915590,,[2 2 4 4 4 4 4 2 4 0],2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,0.0,46.23,UNEQUAL-H
78,1097,0,0130,1,END,11.0,4.0,1014.0,10,0,1,30,8,22,8,8,8.0,1,F,r2,r4,r2,r4,r11,r1,r3,r1,r2,r2,r1,,r3,r3,r1,r4,r2,r5,r2,r3,r3,r3,No,2018-04-23 13:43:13.696111,2018-04-23 13:46:22.400911,2018-04-23 13:42:28.712889,2018-04-23 13:53:51.459637,,[4 2 4 2 2 2 2 2 2 0],4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,46.23,UNEQUAL-H
79,1098,0,0134,1,END,11.0,5.0,1014.0,10,0,1,60,36,24,36,36,36.0,3,M,r2,r4,r3,r4,r11,r1,r2,r1,r2,r2,r1,,r3,r4,r3,r5,r2,r4,r2,r2,r3,r3,Mejorar el transporte público de manera que existan más líneas de tren y metro a la vez que sea más económico para los ciudadanos/as.,2018-04-23 13:44:10.877996,2018-04-23 13:47:00.910229,2018-04-23 13:43:05.806230,2018-04-23 13:54:36.167689,,[0 4 4 4 4 4 0 2 0 2],0.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0,2.0,46.23,UNEQUAL-H
80,1099,0,0138,1,END,1.0,1.0,1014.0,10,0,1,30,4,26,4,4,4.0,1,F,r2,r4,r3,r4,r1,r1,r2,r1,r2,r2,r1,,r3,r4,r2,r5,r3,r5,r2,r3,r3,r1,"Mas zonas verdes

",2018-04-23 13:44:15.686307,2018-04-23 13:46:27.416284,2018-04-23 13:43:26.068470,2018-04-23 13:53:11.187005,,[2 2 2 4 4 4 0 2 4 2],2.0,2.0,2.0,4.0,4.0,4.0,0.0,2.0,4.0,2.0,50.31,UNEQUAL-H
81,1100,0,0142,1,END,1.0,1.0,1015.0,10,0,1,30,0,30,0,0,0.0,1,M,r3,r4,r3,r3,r1,r2,r2,r1,r2,r2,r1,,r3,r4,r3,r4,r2,r2,r2,r1,r3,r2,"1) regulaciones más estrictas para la revision tecnomecanica de los coches 
",2018-04-23 13:56:53.790156,2018-04-23 14:01:02.817837,2018-04-23 13:54:55.487549,2018-04-23 14:13:54.403086,,[2 2 4 4 2 0 4 4 4 4],2.0,2.0,4.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,50.31,UNEQUAL-H
82,1101,0,0154,1,END,11.0,4.0,1015.0,10,0,1,30,16,14,16,16,16.0,2,M,r2,r4,r1,r2,r11,r1,r2,r1,r2,r2,r1,,r1,r1,r1,r5,r3,r4,r3,r1,r2,r1,"Dno
",2018-04-23 13:56:17.094092,2018-04-23 13:58:01.657056,2018-04-23 13:55:34.883732,2018-04-23 14:08:04.931261,,[2 2 4 2 2 2 0 0 0 0],2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,46.23,UNEQUAL-H
83,1102,0,0146,1,END,1.0,2.0,1015.0,10,0,1,30,14,16,14,14,14.0,1,M,r2,r4,r2,r4,r1,r1,r3,r1,r2,r2,r1,,r4,r4,r1,r4,r3,r2,r3,r2,r3,r3,"Todo el mundo a pie, en bici o transporte publico",2018-04-23 13:57:19.545945,2018-04-23 14:00:40.350521,2018-04-23 13:55:34.950664,2018-04-23 14:10:17.253685,,[2 2 4 4 2 2 0 0 0 0],2.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,50.31,UNEQUAL-H
84,1103,0,0150,1,END,11.0,5.0,1015.0,10,0,1,60,26,34,26,26,26.0,2,F,r2,r4,r1,r2,r11,r1,r2,r1,r2,r2,r1,,r4,r4,r1,r2,r1,r3,r1,r2,r2,r1,"no
",2018-04-23 13:57:25.370817,2018-04-23 14:02:01.357659,2018-04-23 13:56:22.088833,2018-04-23 14:08:46.748173,,[4 2 4 4 4 4 4 4 2 2],4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,46.23,UNEQUAL-H
85,1104,0,0158,1,END,6.0,6.0,1015.0,10,0,1,60,34,26,34,34,34.0,3,F,r3,r4,r2,r3,r6,r1,r3,r1,r2,r2,r1,,r4,r5,r1,r5,r1,r5,r3,r3,r3,r2,"Dis minuir el coste del transporte publico
",2018-04-23 13:58:09.472131,2018-04-23 14:00:20.455328,2018-04-23 13:57:31.007211,2018-04-23 14:07:46.881091,,[2 4 4 4 4 4 4 0 0 0],2.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,43.8,UNEQUAL-H
86,1105,0,Participant0162,1,END,1.0,3.0,1015.0,10,0,1,30,6,24,6,6,6.0,1,F,r3,r4,r2,r2,r1,r2,r3,r1,r2,r2,r1,,r3,r5,r1,r2,r3,r5,r1,r5,r3,r1,"Peatonalizar calles
",2018-04-23 13:58:38.228103,2018-04-23 14:01:08.543184,2018-04-23 13:57:49.559843,2018-04-23 14:08:27.497205,,[2 4 2 4 4 4 2 0 2 0],2.0,4.0,2.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,50.31,UNEQUAL-H
87,1106,0,PARTICIPANT0166,1,END,6.0,4.0,1016.0,10,0,1,48,20,28,20,20,20.0,2,F,r4,r4,r3,r3,r6,r1,r3,r1,r2,r2,r1,,r2,r5,r1,r5,r2,r5,r2,r3,r3,r3,"Encara més carrils bicis

",2018-04-23 14:12:46.322753,2018-04-23 14:15:36.327911,2018-04-23 14:11:21.404695,2018-04-23 14:27:21.348690,,[4 2 0 4 4 4 0 4 4 2],4.0,2.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,2.0,43.8,UNEQUAL-L
88,1107,0,0174,1,END,2.0,1.0,1016.0,10,0,1,24,10,14,10,10,10.0,1,F,r3,r3,r2,r2,r2,r2,r1,r2,r2,r2,r1,,r3,r4,r3,r5,r4,r2,r2,r2,r3,r1,-,2018-04-23 14:12:37.371590,2018-04-23 14:15:57.983733,2018-04-23 14:11:41.807237,2018-04-23 14:26:18.504322,,[4 0 2 2 2 0 2 0 2 0],4.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,52.38,UNEQUAL-L
89,1108,0,0170,1,END,1.0,2.0,1016.0,10,0,1,24,2,22,2,2,2.0,1,M,r7,r4,r3,r1,r1,r2,r3,r1,r2,r2,r1,,r3,r2,r3,r5,r2,r2,r3,r5,r2,r5,-,2018-04-23 14:13:10.324513,2018-04-23 14:15:39.454888,2018-04-23 14:11:47.002567,2018-04-23 14:27:50.527742,Survey no valid,[2 2 2 2 2 2 2 2 4 2],2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,50.31,UNEQUAL-L
90,1109,0,0172,1,END,7.0,6.0,1016.0,10,0,1,48,26,22,26,26,26.0,2,F,r4,r4,r3,r3,r7,r2,r3,r1,r2,r2,r1,,r2,r5,r1,r5,r2,r5,r3,r1,r3,r3,"UtiliTzar menys cotxes, méS faciliatat amb el transport públic,més campanyes
",2018-04-23 14:13:18.683271,2018-04-23 14:16:04.708780,2018-04-23 14:12:21.789359,2018-04-23 14:27:09.053474,,[2 2 4 0 2 4 4 2 0 2],2.0,2.0,4.0,0.0,2.0,4.0,4.0,2.0,0.0,2.0,39.53,UNEQUAL-L
91,1110,0,0058,1,END,6.0,5.0,1016.0,10,0,1,48,20,28,20,20,20.0,2,F,r6,r4,r2,r5,r6,r2,r2,r1,r2,r2,r1,,r4,r4,r1,r4,r3,r5,r3,r3,r3,r3,Els cotxes i motos regular-los mes,2018-04-23 14:14:49.758510,2018-04-23 14:17:13.635678,2018-04-23 14:13:56.722623,2018-04-23 14:26:41.795444,,[2 4 0 2 4 4 2 4 4 2],2.0,4.0,0.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,43.8,UNEQUAL-L
92,1111,0,0178,1,END,11.0,3.0,1016.0,10,0,1,48,26,22,26,26,26.0,2,F,r6,r4,r3,r3,r11,r3,r1,r1,r2,r2,r1,,r2,r4,r3,r5,r5,r5,r2,r3,r3,r4,Zzz,2018-04-23 14:17:38.874084,2018-04-23 14:20:34.863008,2018-04-23 14:15:18.922976,2018-04-23 14:27:05.851308,,[4 2 0 2 4 0 4 2 2 2],4.0,2.0,0.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,46.23,UNEQUAL-L
93,1112,0,0237,1,END,1.0,1.0,1017.0,10,0,1,30,0,30,0,0,0.0,1,F,r3,r4,r3,r3,r1,r1,r2,r1,r2,r2,r1,,r3,r1,r3,r5,r2,r2,r2,r3,r3,r2,Limitar el trànsit i fomentar l'ús d'altres transports com ara la bicicleta,2018-04-23 14:31:01.295954,2018-04-23 14:34:12.053469,2018-04-23 14:29:05.268625,2018-04-23 14:40:10.940773,,[2 4 4 4 2 4 2 4 2 2],2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,50.31,UNEQUAL-H
94,1113,0,0182,1,END,7.0,6.0,1017.0,10,0,1,60,40,20,40,40,40.0,3,F,r1,r4,r1,r2,r7,r2,r2,r1,r2,r2,r1,,r1,r3,r1,r1,r2,r2,r1,r2,r3,r1,Concienciar la població,2018-04-23 14:30:53.055162,2018-04-23 14:32:27.145919,2018-04-23 14:29:18.389683,2018-04-23 14:39:50.903977,,[2 4 2 4 0 2 4 2 0 0],2.0,4.0,2.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,39.53,UNEQUAL-H
95,1114,0,0241,1,END,1.0,2.0,1017.0,10,0,1,30,0,30,0,0,0.0,1,M,r4,r4,r2,r3,r1,r1,r3,r1,r2,r2,r1,,r3,r5,r1,r2,r1,r2,r1,r2,r3,r2,"Comenzar a obligar a empresas que trabajan en la ciudad a uso de transporte electrico
",2018-04-23 14:31:02.283427,2018-04-23 14:33:13.494896,2018-04-23 14:29:18.683882,2018-04-23 14:41:07.455666,,[2 4 4 4 4 4 2 0 2 4],2.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,2.0,4.0,50.31,UNEQUAL-H
96,1115,0,0249,1,END,3.0,3.0,1017.0,10,0,1,30,16,14,16,16,16.0,2,M,r3,r4,r1,r2,r3,r1,r2,r1,r2,r2,r1,,r4,r4,r2,r4,r2,r5,r1,r1,r3,r1,"Este tipo de acciones son lo más !
",2018-04-23 14:30:56.530283,2018-04-23 14:33:36.881971,2018-04-23 14:29:29.079715,2018-04-23 14:40:41.048149,,[2 2 2 2 2 2 2 0 0 0],2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,46.89,UNEQUAL-H
97,1116,0,0245,1,END,11.0,4.0,1017.0,10,0,1,30,12,18,12,12,12.0,1,M,r3,r4,r2,r3,r11,r2,r3,r1,r2,r2,r1,,r3,r5,r1,r5,r3,r4,r2,r2,r3,r1,"Transporte publico gratuito
",2018-04-23 14:31:19.550668,2018-04-23 14:33:58.354280,2018-04-23 14:29:30.138459,2018-04-23 14:40:40.320598,,[2 2 2 4 2 2 2 0 2 0],2.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,46.23,UNEQUAL-H
