Unnamed: 0,id,is_robot,nickname,consent,status,pollution_id,num_jugador,partida_id,num_seleccions,bots,acabat,endowment_initial,endowment_current,contributed_public_goods,winnings_public_goods,savings_public_goods,coins_total,tickets,gender,age_range,educational_level,economic_status,working_status,residence,frame_pr1,frame_pr2,frame_pr3,verification_pr1,verification_pr2,verification_pr3,verification_pr4,enquesta_final_pr1,enquesta_final_pr2,enquesta_final_pr3,enquesta_final_pr4,enquesta_final_pr5,enquesta_final_pr6,enquesta_final_pr7,enquesta_final_pr8,enquesta_final_pr9,enquesta_final_pr10,enquesta_final_pr11,date_tutorial,date_register,date_creation,date_end,comment,contributions,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,no2_level,control_wealth
151,1174,0,0203,1,END,1.0,1.0,1026.0,10,0,1,30,6,24,6,6,6.0,1,F,r5,r4,r3,r3,r1,r1,r2,r1,r2,r2,r1,,r3,r4,r1,r4,r2,r5,r2,r3,r2,r2,"Mas espacios verdes
 ",2018-04-23 17:08:24.763334,2018-04-23 17:11:37.325642,2018-04-23 17:06:31.107115,2018-04-23 17:20:15.165881,,[4 2 2 2 2 2 2 2 2 4],4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,50.31,UNEQUAL-H
152,1175,0,0156,1,END,11.0,1.0,1027.0,10,0,1,24,6,18,6,6,6.0,1,F,r3,r4,r3,r4,r11,r3,r2,r1,r2,r2,r1,,r3,r5,r3,r3,r2,r2,r1,r3,r4,r3,"Tener en cuenta las posibilidades economicas y las implicaciones sobre la ciudadania a la hora de implementar las acciones
",2018-04-23 17:20:44.107083,2018-04-23 17:23:01.929316,2018-04-23 17:19:04.067280,2018-04-23 17:34:56.849303,,[4 2 2 2 2 2 2 2 0 0],4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,46.23,UNEQUAL-L
153,1176,0,0195,1,END,6.0,4.0,1027.0,10,0,1,48,20,28,20,20,20.0,2,F,r3,r4,r2,r4,r6,r1,r3,r1,r2,r2,r1,,r3,r5,r2,r5,r1,r2,r3,r3,r3,r2,Construir espais on poder compartir coneixements que permetin a tothom tenir eines per a contribuir diàriament en aquesta tasca tant important,2018-04-23 17:20:32.633416,2018-04-23 17:22:41.696248,2018-04-23 17:19:13.445111,2018-04-23 17:34:50.132691,,[4 4 4 4 4 2 4 2 0 0],4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,43.8,UNEQUAL-L
154,1177,0,0199,1,END,6.0,5.0,1027.0,10,0,1,48,28,20,28,28,28.0,2,M,r4,r4,r3,r3,r6,r3,r3,r1,r2,r2,r1,,r3,r5,r1,r5,r3,r5,r3,r5,r4,r4,"Compartir saberes para salir del circulo individualista en el que estamos y desde ahi, desde la cooperacion hacer cultura hacer ciudad...",2018-04-23 17:23:08.793179,2018-04-23 17:25:41.909089,2018-04-23 17:19:34.114684,2018-04-23 17:34:46.616595,,[4 2 4 4 4 2 0 0 0 0],4.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,43.8,UNEQUAL-L
155,1178,0,0072,1,END,9.0,3.0,1027.0,10,0,1,48,28,20,28,28,28.0,2,M,r1,r2,r1,r2,r9,r2,r3,r1,r2,r2,r1,,r3,r4,r1,r5,r2,r5,r2,r3,r3,r1,"Fer més zones verdes amb materials reciclats
",2018-04-23 17:22:29.667143,2018-04-23 17:26:16.350144,2018-04-23 17:20:58.780918,2018-04-23 17:34:56.667612,,[2 2 4 2 2 4 2 2 0 0],2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,44.17,UNEQUAL-L
156,1179,0,0076,1,END,4.0,2.0,1027.0,10,0,1,24,2,22,2,2,2.0,1,O,r2,r4,r2,r3,r4,r1,r3,r1,r2,r2,r1,,r3,r4,r3,r4,r1,r1,r1,r5,r4,r4,"Recollir dades a més punts de CO2 i NOx
Fer més visible el mapping per districte de la qualitat de l'aire.
Promoure les cobertes verdes per fomentar la vegetació urbana i l'autoproducció i consum dd'aliments.
Promoure iniciatives com ecooltra o carsharing a preus més accessibles (subvencions, servei públic de motocicletes elèctriques, com a analogia del bicing...).",2018-04-23 17:24:02.758105,2018-04-23 17:27:36.526089,2018-04-23 17:22:27.990454,2018-04-23 17:36:25.432297,,[2 4 2 0 4 4 4 2 0 0],2.0,4.0,2.0,0.0,4.0,4.0,4.0,2.0,0.0,0.0,44.6,UNEQUAL-L
157,1180,0,0152,1,END,10.0,6.0,1027.0,10,0,1,48,28,20,28,28,28.0,2,M,r3,r4,r3,r3,r10,r2,r2,r1,r2,r2,r1,,r2,r5,r1,r4,r3,r5,r3,r5,r1,r3,no,2018-04-23 17:23:22.774072,2018-04-23 17:25:39.232395,2018-04-23 17:22:36.535163,2018-04-23 17:32:53.035607,,[4 4 4 2 4 0 2 0 0 0],4.0,4.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,39.05,UNEQUAL-L
158,1181,0,0088,1,END,11.0,4.0,1028.0,10,0,1,30,0,30,0,0,0.0,1,F,r1,r3,r1,r2,r11,r3,r1,r1,r2,r2,r1,,r4,r4,r1,r2,r2,r4,r3,r3,r3,r3,publicitar els resultats en escoles i empreses per concienciar la població,2018-04-23 17:38:44.175088,2018-04-23 17:40:48.927786,2018-04-23 17:37:28.103672,2018-04-23 17:49:53.335515,,[4 2 4 2 2 2 2 4 4 4],4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,46.23,UNEQUAL-H
159,1182,0,0159,1,END,3.0,3.0,1028.0,10,0,1,30,10,20,10,10,10.0,1,F,r3,r4,r3,r4,r3,r1,r3,r1,r2,r2,r1,,r4,r5,r1,r5,r1,r5,r3,r3,r3,r3,"Eliminar carrils per vehicles contaminants i deixar-los per a bicis, vianants i vehicles elèctrics
",2018-04-23 17:40:01.798933,2018-04-23 17:41:27.337951,2018-04-23 17:37:56.057832,2018-04-23 17:49:44.661133,,[2 4 2 2 4 2 2 0 2 0],2.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,46.89,UNEQUAL-H
160,1183,0,0262,1,END,11.0,5.0,1028.0,10,0,1,60,20,40,20,20,20.0,2,F,r2,r3,r1,r2,r11,r3,r3,r1,r2,r2,r1,,r4,r4,r1,r5,r2,r5,r2,r2,r3,r2,"Restringir l'Entrada de cotxes 
",2018-04-23 17:39:10.000093,2018-04-23 17:41:22.114238,2018-04-23 17:38:04.293509,2018-04-23 17:49:11.712255,,[4 4 4 4 4 4 4 4 4 4],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,46.23,UNEQUAL-H
161,1184,0,0258,1,END,2.0,1.0,1028.0,10,0,1,30,2,28,2,2,2.0,1,M,r2,r4,r2,r4,r2,r1,r2,r1,r2,r2,r1,,r3,r4,r3,r3,r1,r2,r2,r4,r2,r3,"NO
",2018-04-23 17:39:47.037022,2018-04-23 17:41:22.395851,2018-04-23 17:38:16.269413,2018-04-23 17:49:49.989608,,[2 4 2 4 2 4 2 4 2 2],2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,52.38,UNEQUAL-H
162,1185,0,0084,1,END,2.0,2.0,1028.0,10,0,1,30,12,18,12,12,12.0,1,F,r5,r4,r3,r3,r2,r2,r2,r1,r2,r2,r1,,r3,r5,r3,r5,r3,r4,r2,r2,r3,r2,"Filtres d'aire, parcs, vehicles electrics...",2018-04-23 17:39:51.838490,2018-04-23 17:43:56.701140,2018-04-23 17:38:32.230208,2018-04-23 17:51:50.705786,,[2 4 2 2 0 4 2 0 0 2],2.0,4.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,52.38,UNEQUAL-H
163,1186,0,0266,1,END,4.0,6.0,1028.0,10,0,1,60,24,36,24,24,24.0,2,F,r2,r4,r2,r4,r4,r1,r3,r1,r2,r2,r1,,r4,r4,r3,r5,r3,r4,r1,r2,r3,r1,"No
",2018-04-23 17:39:16.495397,2018-04-23 17:40:30.433273,2018-04-23 17:38:33.796609,2018-04-23 17:50:16.658403,,[2 4 4 4 4 4 4 2 4 4],2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,44.6,UNEQUAL-H
164,1187,0,0148,1,END,10.0,5.0,1029.0,10,0,1,60,34,26,34,34,34.0,3,O,r2,r4,r5,r2,r10,r2,r3,r1,r2,r2,r1,,r3,r4,r1,r5,r2,r5,r3,r2,r3,r1,"No, lo siento:(
",2018-04-23 17:54:20.138167,2018-04-23 17:56:39.538713,2018-04-23 17:53:03.760001,2018-04-23 18:04:29.222586,,[4 4 2 4 2 0 2 4 2 2],4.0,4.0,2.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,39.05,UNEQUAL-H
165,1188,0,0180,1,END,11.0,4.0,1029.0,10,0,1,30,10,20,10,10,10.0,1,F,r1,r4,r3,r2,r11,r3,r3,r1,r2,r2,r1,,r1,r5,r1,r3,r1,r5,r2,r2,r3,r1,"Conscienciar tant a la població autòctona com a l'estragera
",2018-04-23 17:55:04.175333,2018-04-23 17:57:27.065234,2018-04-23 17:53:37.558195,2018-04-23 18:04:28.504203,,[2 2 2 0 2 2 4 2 4 0],2.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,4.0,0.0,46.23,UNEQUAL-H
166,1189,0,0278,1,END,3.0,1.0,1029.0,10,0,1,30,10,20,10,10,10.0,1,F,r1,r3,r3,r2,r3,r2,r1,r1,r2,r2,r1,,r3,r3,r3,r1,r1,r2,r3,r3,r3,r1,Ara mateix cap,2018-04-23 17:54:20.858834,2018-04-23 17:56:27.611928,2018-04-23 17:53:42.036769,2018-04-23 18:03:43.262500,,[2 2 4 0 0 2 0 4 2 4],2.0,2.0,4.0,0.0,0.0,2.0,0.0,4.0,2.0,4.0,46.89,UNEQUAL-H
167,1190,0,0157,1,END,3.0,2.0,1029.0,10,0,1,30,2,28,2,2,2.0,1,F,r1,r3,r1,r1,r3,r2,r3,r1,r2,r2,r1,,r3,r5,r1,r3,r1,r5,r3,r3,r4,r2,"No contaminar lo que nos rodea
",2018-04-23 17:55:07.115602,2018-04-23 17:57:18.343775,2018-04-23 17:54:02.931727,2018-04-23 18:03:31.107284,,[0 2 4 2 2 4 4 4 4 2],0.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,46.89,UNEQUAL-H
168,1191,0,0282,1,END,10.0,6.0,1029.0,10,0,1,60,36,24,36,36,36.0,3,M,r1,r4,r2,r4,r10,r1,r3,r1,r2,r2,r1,,r4,r1,r1,r3,r2,r1,r3,r1,r3,r1,"Hacer más zonas verdes
",2018-04-23 17:54:50.638047,2018-04-23 17:56:47.071841,2018-04-23 17:54:13.264239,2018-04-23 18:02:50.264468,,[0 4 2 2 4 4 2 4 0 2],0.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,2.0,39.05,UNEQUAL-H
169,1192,0,0274,1,END,3.0,3.0,1029.0,10,0,1,30,20,10,20,20,20.0,2,M,r1,r4,r1,r2,r3,r2,r1,r1,r2,r2,r1,,r4,r4,r3,r5,r5,r5,r3,r1,r3,r1,posar mes jardins o mes espais oberts com parcs amb arbres ,2018-04-23 17:55:12.971529,2018-04-23 17:56:40.011918,2018-04-23 17:54:21.182296,2018-04-23 18:03:20.825315,,[2 4 0 2 0 0 0 2 0 0],2.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,46.89,UNEQUAL-H
170,1193,0,0140,1,END,5.0,6.0,1030.0,10,0,1,60,20,40,20,20,20.0,2,M,r3,r4,r3,r4,r5,r3,r3,r1,r2,r2,r1,,r3,r4,r1,r3,r1,r2,r3,r4,r3,r2,"mas arboles, limitacion de uso vehiculos muy contaminantes, potenciar el uso de transporte publico y coche compartido, ",2018-04-23 18:06:46.833227,2018-04-23 18:09:33.155965,2018-04-23 18:05:26.519086,2018-04-23 18:22:38.176971,,[4 4 4 4 4 4 4 4 4 4],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,41.88,UNEQUAL-H
171,1194,0,0136,1,END,1.0,1.0,1030.0,10,0,1,30,10,20,10,10,10.0,1,F,r3,r4,r2,r4,r1,r1,r3,r1,r2,r2,r1,,r3,r5,r1,r4,r2,r4,r2,r3,r3,r2,Más jardines y plantas en zonas comunitarias en lugar de crear parques de hormigón o simplemente tierra - como son actualmente las plazas alrededor del Cccb.,2018-04-23 18:07:21.983068,2018-04-23 18:10:21.601031,2018-04-23 18:05:38.459180,2018-04-23 18:22:19.060127,,[2 4 2 4 2 2 0 2 2 0],2.0,4.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,50.31,UNEQUAL-H
172,1195,0,0144,1,END,1.0,2.0,1030.0,10,0,1,30,14,16,14,14,14.0,1,F,r3,r4,r3,r3,r1,r1,r3,r1,r2,r2,r1,,r2,r4,r3,r4,r3,r1,r1,r1,r3,r1,"Mas arboles
",2018-04-23 18:07:01.193905,2018-04-23 18:11:17.626592,2018-04-23 18:05:50.644128,2018-04-23 18:20:22.819949,,[2 4 2 4 2 2 0 0 0 0],2.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,50.31,UNEQUAL-H
173,1196,0,0179,1,END,11.0,3.0,1030.0,10,0,1,30,16,14,16,16,16.0,2,M,r3,r4,r4,r3,r11,r2,r3,r1,r2,r2,r1,,r3,r5,r2,r3,r4,r2,r2,r3,r3,r2,"    

",2018-04-23 18:08:07.952645,2018-04-23 18:10:27.869196,2018-04-23 18:07:23.428109,2018-04-23 18:18:37.660490,,[2 4 2 4 0 2 0 0 0 0],2.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,46.23,UNEQUAL-H
174,1197,0,0132,1,END,11.0,4.0,1030.0,10,0,1,30,10,20,10,10,10.0,1,F,r4,r4,r2,r3,r11,r2,r2,r2,r2,r2,r1,,r4,r4,r3,r4,r4,r4,r2,r2,r2,r1,"No, I don,t.I am not from here",2018-04-23 18:09:23.635072,2018-04-23 18:13:22.488569,2018-04-23 18:07:45.342086,2018-04-23 18:19:54.410631,,[2 4 4 2 4 0 2 0 2 0],2.0,4.0,4.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,46.23,UNEQUAL-H
175,1198,0,0175,1,END,4.0,5.0,1030.0,9,1,1,60,26,34,26,26,26.0,2,M,r2,r4,r1,r2,r4,r1,r3,r1,r2,r2,r1,,r3,r5,r1,r5,r1,r5,r1,r1,r3,r3,"Fomentar els veicles electrics. De les seguents maneres:
Facilitant l'instalació de punts de carrega
Fer publicitat positiva del veicle electric
Dificultant l'acces a veicles no electrics o hibrids (important)
Fer els busos hibrids
",2018-04-23 18:09:52.386920,2018-04-23 18:12:37.758491,2018-04-23 18:08:47.293723,2018-04-23 18:22:48.604240,,[4 4 4 4 4 4 4 4 2 0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,44.6,UNEQUAL-H
176,1199,0,Participant 0120,1,END,1.0,3.0,1031.0,10,0,1,30,10,20,10,10,10.0,1,M,r2,r4,r2,r2,r1,r1,r2,r1,r2,r2,r1,,r4,r3,r1,r5,r2,r4,r3,r1,r3,r2,"Millorar encara mes el sistema de carrils bici
",2018-04-23 18:22:36.775281,2018-04-23 18:24:31.515224,2018-04-23 18:21:02.837684,2018-04-23 18:39:15.345248,,[4 4 2 4 2 0 2 0 2 0],4.0,4.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,50.31,UNEQUAL-H
177,1200,0,0100,1,END,9.0,5.0,1031.0,10,0,1,60,38,22,38,38,38.0,3,F,r1,r4,r1,r2,r9,r2,r3,r1,r2,r2,r1,,r1,r4,r1,r4,r1,r2,r3,r2,r3,r1,Reduir l'emisio de gasos d'efecte hibernacle,2018-04-23 18:24:49.899225,2018-04-23 18:26:43.157183,2018-04-23 18:22:10.955473,2018-04-23 18:36:56.638962,,[4 4 4 2 4 2 2 0 0 0],4.0,4.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,44.17,UNEQUAL-H
178,1201,0,0104,1,END,9.0,6.0,1031.0,10,0,1,60,28,32,28,28,28.0,2,F,r1,r4,r1,r2,r9,r2,r2,r1,r2,r2,r1,,r4,r5,r2,r5,r1,r2,r1,r1,r3,r1,--,2018-04-23 18:24:01.587500,2018-04-23 18:28:56.749551,2018-04-23 18:23:04.688313,2018-04-23 18:35:53.968252,,[4 4 4 4 4 4 4 4 0 0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,44.17,UNEQUAL-H
179,1202,0,0096,1,END,2.0,1.0,1031.0,10,0,1,30,12,18,12,12,12.0,1,F,r3,r4,r3,r3,r2,r1,r2,r1,r2,r2,r1,,r3,r4,r1,r4,r2,r3,r3,r1,r2,r1,"res
",2018-04-23 18:24:38.300556,2018-04-23 18:29:27.902499,2018-04-23 18:23:48.087309,2018-04-23 18:38:11.236764,,[2 4 4 2 0 2 2 0 2 0],2.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,52.38,UNEQUAL-H
180,1203,0,0108,1,END,11.0,4.0,1031.0,10,0,1,30,6,24,6,6,6.0,1,F,r2,r4,r1,r2,r11,r2,r3,r1,r2,r2,r1,,r4,r5,r1,r4,r2,r4,r2,r3,r3,r3,"Fer com Paris: dies, nomes cotxe amb matricules para, i altres, nomes impars ( quan el nivel, de contaminacio es moltmolt alt)
",2018-04-23 18:24:50.597906,2018-04-23 18:26:16.001505,2018-04-23 18:24:08.286719,2018-04-23 18:36:35.283027,,[4 4 4 2 2 2 4 0 2 0],4.0,4.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,46.23,UNEQUAL-H
181,1204,0,0092,1,END,2.0,2.0,1031.0,10,0,1,30,24,6,24,24,24.0,2,M,r3,r4,r3,r3,r2,r1,r3,r1,r2,r2,r1,,r3,r4,r1,r3,r2,r2,r3,r2,r3,r2,"Crec que s'hauria d'informar més a la població, conscienciant i mostrant les dades. Per exemple fer un mapa de contaminació a la ciutat per saber on anar a fer esport o no. 
Per altra banda, crec que s'hauria de limitar bastant l'accés de cotxes particulars a la ciutat.
",2018-04-23 18:27:33.416318,2018-04-23 18:30:50.345242,2018-04-23 18:24:28.884364,2018-04-23 18:39:32.269795,,[0 0 2 0 2 0 0 0 2 0],0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,52.38,UNEQUAL-H
182,1205,0,0238,1,END,11.0,3.0,1032.0,10,0,1,30,8,22,8,8,8.0,1,M,r3,r4,r3,r4,r11,r2,r2,r1,r2,r2,r1,,r4,r3,r1,r3,r3,r4,r2,r3,r3,r1,"No
",2018-04-23 18:39:47.804749,2018-04-23 18:43:42.161301,2018-04-23 18:38:11.963377,2018-04-23 18:53:45.150269,,[2 4 4 2 2 4 4 0 0 0],2.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,46.23,UNEQUAL-H
183,1206,0,0267,1,END,6.0,4.0,1032.0,10,0,1,30,6,24,6,6,6.0,1,N,r2,r4,r2,r4,r6,r1,r3,r1,r2,r2,r1,,r3,r5,r1,r5,r2,r5,r1,r3,r3,r4,Ir mas en transporte publico. Añadir una tassa para entrar en la ciudad con coche.,2018-04-23 18:41:13.284078,2018-04-23 18:42:47.557586,2018-04-23 18:39:13.747537,2018-04-23 18:53:47.413248,,[4 4 4 4 4 4 0 0 0 0],4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,43.8,UNEQUAL-H
184,1207,0,0255,1,END,2.0,1.0,1032.0,10,0,1,30,16,14,16,16,16.0,2,F,r1,r3,r1,r2,r2,r1,r3,r1,r2,r2,r1,,r3,r5,r3,r5,r2,r1,r3,r2,r2,r2,"Crec, encara que pugui semblar simple, que posar més arbres, arbustos, etc en tots els aspectes , és a dir, no només en parcs i jardins, seria una bona idea (fan la fotosíntesi i redueixen la quantitat de CO2.",2018-04-23 18:42:06.643314,2018-04-23 18:44:06.601282,2018-04-23 18:40:28.130761,2018-04-23 18:56:52.805808,,[2 4 2 4 2 0 0 0 0 0],2.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,52.38,UNEQUAL-H
185,1208,0,0251,1,END,2.0,2.0,1032.0,10,0,1,30,10,20,10,10,10.0,1,M,r6,r4,r3,r3,r2,r2,r3,r1,r2,r2,r1,,r3,r4,r3,r4,r4,r2,r1,r3,r3,r2,"Reduir la circulació
",2018-04-23 18:42:00.191829,2018-04-23 18:43:58.860471,2018-04-23 18:40:35.419120,2018-04-23 18:54:20.049535,,[2 4 4 4 4 2 0 0 0 0],2.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,52.38,UNEQUAL-H
186,1209,0,0259,1,END,6.0,5.0,1032.0,10,0,1,60,42,18,42,42,42.0,3,F,r4,r4,r2,r4,r6,r2,r2,r1,r2,r2,r1,,r1,r4,r1,r4,r1,r4,r3,r3,r3,r1,"Menos coches en el centro de la ciudad. Promover más el transporte en bici, andando y público",2018-04-23 18:44:34.609730,2018-04-23 18:48:04.334432,2018-04-23 18:40:37.784461,2018-04-23 18:57:29.721008,,[4 4 4 4 2 0 0 0 0 0],4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,43.8,UNEQUAL-H
187,1210,0,0263,1,END,6.0,6.0,1032.0,10,0,1,60,30,30,30,30,30.0,3,O,r4,r5,r3,r4,r6,r1,r2,r1,r2,r2,r1,,r4,r4,r1,r4,r2,r5,r3,r3,r3,r2,"Pues, circulación restringidas por numero de matricula .",2018-04-23 18:43:10.065076,2018-04-23 18:46:44.257320,2018-04-23 18:41:38.031735,2018-04-23 19:01:27.378019,,[4 4 4 4 4 4 4 0 2 0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.0,43.8,UNEQUAL-H
188,2003,0,0264,1,END,11.0,1.0,2001.0,10,0,1,40,12,28,12,12,12.0,1,F,r1,r3,r1,r2,r11,r2,r1,r1,r2,r2,r1,,r4,r5,r1,r3,r3,r4,r3,r3,r4,r3,No se,2018-06-09 09:24:25.586383,2018-06-09 09:26:39.369731,2018-06-09 09:22:44.900524,2018-06-09 09:36:12.021730,,[4 4 4 4 4 4 2 2 0 0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,46.23,EQUAL
189,2004,0,0272,1,END,11.0,2.0,2001.0,10,0,1,40,26,14,26,26,26.0,2,F,r1,r4,r1,r2,r11,r1,r3,r1,r2,r2,r1,,r2,r4,r1,r4,r3,r5,r3,r2,r4,r5,No.,2018-06-09 09:24:40.734341,2018-06-09 09:29:57.334541,2018-06-09 09:22:49.312390,2018-06-09 09:36:05.080302,,[4 2 0 2 4 0 0 2 0 0],4.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,46.23,EQUAL
190,2005,0,PARTICIPANT 0268,1,END,11.0,3.0,2001.0,10,0,1,40,22,18,22,22,22.0,2,M,r1,r3,r1,r2,r11,r2,r3,r1,r2,r2,r1,,r3,r1,r1,r1,r3,r5,r2,r2,r4,r2,Reduir les emisions reduint el transit rodat a la ciutat.,2018-06-09 09:25:03.172492,2018-06-09 09:27:21.659122,2018-06-09 09:23:27.014528,2018-06-09 09:39:08.762708,,[4 2 0 2 2 0 2 4 0 2],4.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,2.0,46.23,EQUAL
191,2006,0,0276,1,END,11.0,4.0,2001.0,10,0,1,40,18,22,18,18,18.0,2,F,r1,r3,r1,r2,r11,r2,r1,r1,r2,r2,r1,,r4,r4,r1,r4,r2,r5,r3,r4,r3,r1,Se pueden hacer publicos los resultados de polucion de la zona y concienciar a la poblacion.,2018-06-09 09:26:01.660770,2018-06-09 09:29:29.515572,2018-06-09 09:23:58.580575,2018-06-09 09:39:43.539160,,[2 4 4 2 2 0 2 4 0 2],2.0,4.0,4.0,2.0,2.0,0.0,2.0,4.0,0.0,2.0,46.23,EQUAL
192,2007,0,0280,1,END,11.0,5.0,2001.0,10,0,1,40,16,24,16,16,16.0,2,F,r3,r4,r2,r1,r11,r3,r2,r2,r2,r2,r1,,r3,r5,r1,r3,r2,r2,r1,r3,r3,r1,"Soy turista, para mi el aire de Barcelona es limpio,comparado a las ciudades de Mexico donde vivo.

",2018-06-09 09:27:54.282477,2018-06-09 09:29:59.429427,2018-06-09 09:25:17.197926,2018-06-09 09:37:02.232760,,[4 4 4 2 0 4 2 2 2 0],4.0,4.0,4.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,46.23,EQUAL
193,2008,0,0284,1,END,11.0,6.0,2001.0,10,0,1,40,22,18,22,22,22.0,2,M,r4,r4,r3,r3,r11,r3,r1,r2,r2,r2,r1,,r4,r4,r3,r2,r2,r4,r3,r1,r3,r1,"No cars, bikes only",2018-06-09 09:26:34.760320,2018-06-09 09:28:57.889659,2018-06-09 09:25:20.078926,2018-06-09 09:37:34.001213,,[2 4 0 0 4 2 0 4 0 2],2.0,4.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,2.0,46.23,EQUAL
194,2009,0,Faraon ct,1,END,1.0,1.0,2002.0,10,0,1,30,0,30,0,0,0.0,1,O,r1,r2,r3,r2,r1,r3,r1,r1,r2,r2,r1,,r3,r4,r1,r5,r3,r5,r1,r2,r3,r2,"Tomar acciones realis para disminuir el transito en la ciudad y con eso mejorar la calidad del aire
",2018-06-09 09:41:46.499826,2018-06-09 09:52:54.836714,2018-06-09 09:38:56.407340,2018-06-09 10:00:34.520413,,[2 4 2 4 2 4 4 4 2 2],2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,50.31,UNEQUAL-H
195,2010,0,Ed,1,END,11.0,4.0,2002.0,10,0,1,30,16,14,16,16,16.0,2,M,r4,r4,r3,r3,r11,r1,r3,r1,r2,r2,r1,,r4,r5,r1,r5,r3,r5,r1,r3,r3,r1,Menys cotxes,2018-06-09 09:41:08.046492,2018-06-09 09:42:14.905005,2018-06-09 09:39:53.280689,2018-06-09 09:58:39.725761,,[4 4 2 2 2 0 0 0 0 0],4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,46.23,UNEQUAL-H
196,2011,0,0287,1,END,7.0,6.0,2002.0,10,0,1,60,26,34,26,26,26.0,2,M,r5,r3,r2,r1,r7,r2,r2,r1,r2,r2,r1,,r1,r4,r1,r4,r1,r4,r3,r2,r3,r1,Apostar por un transporte publico mas ekficiente,2018-06-09 09:44:20.241205,2018-06-09 09:46:45.631301,2018-06-09 09:41:23.987070,2018-06-09 10:01:29.672559,,[4 4 4 4 4 4 4 4 2 0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,39.53,UNEQUAL-H
197,2012,0,0291,1,END,3.0,3.0,2002.0,9,1,1,30,14,16,14,14,14.0,1,M,r1,r3,r1,r1,r3,r1,r3,r1,r2,r2,r1,,r4,r5,r1,r5,r3,r5,r1,r3,r3,r3,Bici,2018-06-09 09:44:34.477378,2018-06-09 09:48:06.128543,2018-06-09 09:41:58.109961,2018-06-09 10:00:18.863851,,[2 4 4 4 2 0 0 0 0 0],2.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,46.89,UNEQUAL-H
