user_id,partida_id,endowment_initial,control_wealth,endowment_current,contributed_public_goods,winnings_public_goods,goal_reached,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
724,72,60,UNEQUAL-H,32.0,28.0,32.0,1,2.0,4.0,4.0,4.0,4.0,2.0,0.0,4.0,2.0,2.0
725,72,60,UNEQUAL-H,46.0,14.0,46.0,1,0.0,2.0,4.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0
730,73,30,UNEQUAL-H,12.0,18.0,12.0,1,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0
731,73,30,UNEQUAL-H,14.0,16.0,14.0,1,2.0,4.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0
732,73,30,UNEQUAL-H,8.0,22.0,8.0,1,4.0,2.0,4.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0
733,73,30,UNEQUAL-H,16.0,14.0,16.0,1,0.0,4.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0
734,73,60,UNEQUAL-H,30.0,30.0,30.0,1,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,4.0,0.0
735,73,60,UNEQUAL-H,30.0,30.0,30.0,1,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,0.0
740,74,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,2.0,2.0,4.0,2.0,4.0,2.0,0.0,2.0,0.0
741,74,30,UNEQUAL-H,14.0,16.0,14.0,1,2.0,4.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0
742,74,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,0.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0
743,74,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,4.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0
744,74,60,UNEQUAL-H,44.0,16.0,44.0,1,2.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0
745,74,60,UNEQUAL-H,30.0,30.0,30.0,1,4.0,2.0,4.0,2.0,4.0,4.0,4.0,0.0,4.0,2.0
750,75,30,UNEQUAL-H,10.0,20.0,10.0,1,4.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,4.0,0.0
751,75,30,UNEQUAL-H,10.0,20.0,10.0,1,4.0,2.0,0.0,4.0,0.0,2.0,4.0,2.0,0.0,2.0
752,75,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0
753,75,30,UNEQUAL-H,14.0,16.0,14.0,1,2.0,0.0,2.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0
754,75,60,UNEQUAL-H,38.0,22.0,38.0,1,4.0,2.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0
755,75,60,UNEQUAL-H,26.0,34.0,26.0,1,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0
760,76,30,UNEQUAL-H,10.0,20.0,10.0,1,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
761,76,30,UNEQUAL-H,8.0,22.0,8.0,1,4.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,4.0
762,76,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,4.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0
763,76,30,UNEQUAL-H,4.0,26.0,4.0,1,2.0,0.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0
764,76,60,UNEQUAL-H,38.0,22.0,38.0,1,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0
765,76,60,UNEQUAL-H,38.0,22.0,38.0,1,4.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0
770,77,30,UNEQUAL-H,8.0,22.0,8.0,1,4.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0
771,77,30,UNEQUAL-H,14.0,16.0,14.0,1,0.0,0.0,2.0,2.0,4.0,4.0,2.0,0.0,0.0,2.0
772,77,30,UNEQUAL-H,0.0,30.0,0.0,1,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,2.0,0.0
773,77,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0
774,77,60,UNEQUAL-H,44.0,16.0,44.0,1,4.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0
775,77,60,UNEQUAL-H,26.0,34.0,26.0,1,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0
