user_id,partida_id,endowment_initial,control_wealth,endowment_current,contributed_public_goods,winnings_public_goods,goal_reached,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
394,39,60,UNEQUAL-H,38.0,22.0,38.0,1,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0
395,39,60,UNEQUAL-H,36.0,24.0,36.0,1,2.0,4.0,2.0,0.0,4.0,2.0,2.0,4.0,4.0,0.0
400,40,30,UNEQUAL-H,4.0,26.0,4.0,1,4.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0
401,40,30,UNEQUAL-H,16.0,14.0,16.0,1,2.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0
402,40,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,0.0,2.0
403,40,30,UNEQUAL-H,12.0,18.0,12.0,1,4.0,0.0,4.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0
404,40,60,UNEQUAL-H,36.0,24.0,36.0,1,4.0,4.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,4.0
405,40,60,UNEQUAL-H,36.0,24.0,36.0,1,2.0,2.0,0.0,4.0,0.0,2.0,2.0,4.0,4.0,4.0
410,41,30,UNEQUAL-H,4.0,26.0,4.0,1,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,0.0
411,41,30,UNEQUAL-H,12.0,18.0,12.0,1,0.0,4.0,2.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0
412,41,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,4.0,4.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0
413,41,30,UNEQUAL-H,6.0,24.0,6.0,1,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0
414,41,60,UNEQUAL-H,38.0,22.0,38.0,1,2.0,4.0,2.0,4.0,2.0,0.0,4.0,2.0,0.0,2.0
415,41,60,UNEQUAL-H,34.0,26.0,34.0,1,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,0.0,2.0
420,42,30,UNEQUAL-H,14.0,16.0,14.0,1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0
421,42,30,UNEQUAL-H,2.0,28.0,2.0,1,4.0,4.0,4.0,4.0,0.0,2.0,2.0,2.0,2.0,4.0
422,42,30,UNEQUAL-H,0.0,30.0,0.0,1,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,0.0
423,42,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,4.0,4.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0
424,42,60,UNEQUAL-H,34.0,26.0,34.0,1,4.0,2.0,4.0,2.0,4.0,4.0,0.0,4.0,0.0,2.0
425,42,60,UNEQUAL-H,40.0,20.0,40.0,1,2.0,4.0,2.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0
430,43,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,2.0,4.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0
431,43,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0
432,43,30,UNEQUAL-H,14.0,16.0,14.0,1,2.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0
433,43,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,2.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0
434,43,60,UNEQUAL-H,36.0,24.0,36.0,1,4.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0
435,43,60,UNEQUAL-H,30.0,30.0,30.0,1,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0
440,44,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0
441,44,30,UNEQUAL-H,14.0,16.0,14.0,1,4.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0
442,44,30,UNEQUAL-H,2.0,28.0,2.0,1,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,0.0
443,44,30,UNEQUAL-H,14.0,16.0,14.0,1,2.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0
444,44,60,UNEQUAL-H,32.0,28.0,32.0,1,4.0,4.0,2.0,0.0,4.0,2.0,4.0,4.0,4.0,0.0
445,44,60,UNEQUAL-H,34.0,26.0,34.0,1,4.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0
450,45,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0
451,45,30,UNEQUAL-H,8.0,22.0,8.0,1,4.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0
452,45,30,UNEQUAL-H,14.0,16.0,14.0,1,2.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0
453,45,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,4.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0
454,45,60,UNEQUAL-H,32.0,28.0,32.0,1,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0
455,45,60,UNEQUAL-H,28.0,32.0,28.0,1,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,4.0
460,46,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0
461,46,30,UNEQUAL-H,10.0,20.0,10.0,1,4.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0
462,46,30,UNEQUAL-H,4.0,26.0,4.0,1,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0
463,46,30,UNEQUAL-H,16.0,14.0,16.0,1,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
464,46,60,UNEQUAL-H,38.0,22.0,38.0,1,2.0,4.0,2.0,2.0,4.0,4.0,0.0,2.0,2.0,0.0
465,46,60,UNEQUAL-H,32.0,28.0,32.0,1,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0
470,47,30,UNEQUAL-H,6.0,24.0,6.0,1,4.0,4.0,2.0,4.0,2.0,0.0,2.0,4.0,2.0,0.0
471,47,30,UNEQUAL-H,6.0,24.0,6.0,1,4.0,4.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,0.0
472,47,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0
473,47,30,UNEQUAL-H,8.0,22.0,8.0,1,4.0,4.0,2.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0
474,47,60,UNEQUAL-H,38.0,22.0,38.0,1,4.0,4.0,4.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0
475,47,60,UNEQUAL-H,32.0,28.0,32.0,1,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0
480,48,30,UNEQUAL-H,8.0,22.0,8.0,1,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0
481,48,30,UNEQUAL-H,8.0,22.0,8.0,1,4.0,2.0,4.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0
482,48,30,UNEQUAL-H,10.0,20.0,10.0,1,0.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0
483,48,30,UNEQUAL-H,14.0,16.0,14.0,1,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0
484,48,60,UNEQUAL-H,38.0,22.0,38.0,1,4.0,4.0,2.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0
485,48,60,UNEQUAL-H,34.0,26.0,34.0,1,2.0,0.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,2.0
490,49,30,UNEQUAL-H,16.0,14.0,16.0,1,2.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0
491,49,30,UNEQUAL-H,4.0,26.0,4.0,1,0.0,4.0,4.0,2.0,4.0,0.0,4.0,2.0,4.0,2.0
492,49,30,UNEQUAL-H,16.0,14.0,16.0,1,2.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0
493,49,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,2.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0
494,49,60,UNEQUAL-H,28.0,32.0,28.0,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0
495,49,60,UNEQUAL-H,36.0,24.0,36.0,1,2.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0
500,50,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,0.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,0.0
501,50,30,UNEQUAL-H,18.0,12.0,18.0,1,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
502,50,30,UNEQUAL-H,14.0,16.0,14.0,1,4.0,0.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0
503,50,30,UNEQUAL-H,10.0,20.0,10.0,1,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
504,50,60,UNEQUAL-H,26.0,34.0,26.0,1,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0
505,50,60,UNEQUAL-H,32.0,28.0,32.0,1,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,0.0,2.0
510,51,30,UNEQUAL-H,0.0,30.0,0.0,1,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,2.0,2.0
511,51,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,4.0,0.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0
512,51,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,2.0,4.0,4.0,0.0,2.0,0.0,2.0,4.0,0.0
513,51,30,UNEQUAL-H,2.0,28.0,2.0,1,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0
514,51,60,UNEQUAL-H,42.0,18.0,42.0,1,4.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0
515,51,60,UNEQUAL-H,38.0,22.0,38.0,1,4.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,4.0,4.0
520,52,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,2.0,4.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0
521,52,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0
522,52,30,UNEQUAL-H,8.0,22.0,8.0,1,4.0,2.0,2.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0
523,52,30,UNEQUAL-H,4.0,26.0,4.0,1,2.0,4.0,2.0,4.0,2.0,4.0,4.0,0.0,4.0,0.0
524,52,60,UNEQUAL-H,30.0,30.0,30.0,1,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0
525,52,60,UNEQUAL-H,36.0,24.0,36.0,1,4.0,2.0,4.0,4.0,2.0,2.0,4.0,0.0,2.0,0.0
530,53,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,4.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0
531,53,30,UNEQUAL-H,4.0,26.0,4.0,1,4.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,4.0,0.0
532,53,30,UNEQUAL-H,16.0,14.0,16.0,1,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
533,53,30,UNEQUAL-H,14.0,16.0,14.0,1,2.0,2.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
534,53,60,UNEQUAL-H,36.0,24.0,36.0,1,4.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,2.0
535,53,60,UNEQUAL-H,28.0,32.0,28.0,1,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0
540,54,30,UNEQUAL-H,8.0,22.0,8.0,1,4.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,4.0
541,54,30,UNEQUAL-H,16.0,14.0,16.0,1,4.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0
542,54,30,UNEQUAL-H,14.0,16.0,14.0,1,4.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0
543,54,30,UNEQUAL-H,4.0,26.0,4.0,1,4.0,4.0,4.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0
544,54,60,UNEQUAL-H,34.0,26.0,34.0,1,0.0,2.0,4.0,4.0,4.0,2.0,4.0,0.0,4.0,2.0
545,54,60,UNEQUAL-H,38.0,22.0,38.0,1,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0
550,55,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,0.0,2.0
551,55,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,2.0,0.0,4.0,0.0,0.0,4.0,2.0,2.0,2.0
552,55,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,2.0,4.0,2.0,2.0,2.0,0.0,4.0,0.0,2.0
553,55,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0
554,55,60,UNEQUAL-H,36.0,24.0,36.0,1,2.0,4.0,4.0,4.0,0.0,2.0,4.0,2.0,0.0,2.0
555,55,60,UNEQUAL-H,38.0,22.0,38.0,1,4.0,4.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0
560,56,30,UNEQUAL-H,8.0,22.0,8.0,1,4.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0
561,56,30,UNEQUAL-H,4.0,26.0,4.0,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,4.0
562,56,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,4.0,2.0
563,56,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,4.0,0.0,4.0,0.0,2.0,4.0,2.0,0.0,2.0
564,56,60,UNEQUAL-H,36.0,24.0,36.0,1,4.0,2.0,0.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0
565,56,60,UNEQUAL-H,42.0,18.0,42.0,1,4.0,2.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0
570,57,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,2.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,2.0
571,57,30,UNEQUAL-H,12.0,18.0,12.0,1,0.0,4.0,2.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0
572,57,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0
573,57,30,UNEQUAL-H,16.0,14.0,16.0,1,2.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
574,57,60,UNEQUAL-H,32.0,28.0,32.0,1,2.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,4.0,0.0
575,57,60,UNEQUAL-H,28.0,32.0,28.0,1,4.0,4.0,0.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0
580,58,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,4.0,2.0,4.0,2.0,0.0,4.0,0.0,2.0,2.0
581,58,30,UNEQUAL-H,14.0,16.0,14.0,1,2.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,0.0
582,58,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0
583,58,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0
584,58,60,UNEQUAL-H,32.0,28.0,32.0,1,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,0.0,4.0
585,58,60,UNEQUAL-H,38.0,22.0,38.0,1,4.0,4.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0
590,59,30,UNEQUAL-H,2.0,28.0,2.0,1,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0
591,59,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,4.0,4.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0
592,59,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,4.0,4.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0
593,59,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,2.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,2.0
594,59,60,UNEQUAL-H,32.0,28.0,32.0,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0
595,59,60,UNEQUAL-H,38.0,22.0,38.0,1,4.0,4.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0
600,60,30,UNEQUAL-H,8.0,22.0,8.0,1,0.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,2.0
601,60,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,2.0,2.0,4.0,2.0,4.0,4.0,0.0,2.0,0.0
602,60,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,2.0,2.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0
603,60,30,UNEQUAL-H,2.0,28.0,2.0,1,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,2.0
604,60,60,UNEQUAL-H,34.0,26.0,34.0,1,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0
605,60,60,UNEQUAL-H,30.0,30.0,30.0,1,2.0,4.0,0.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0
610,61,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0
611,61,30,UNEQUAL-H,6.0,24.0,6.0,1,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0
612,61,30,UNEQUAL-H,20.0,10.0,20.0,1,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
613,61,30,UNEQUAL-H,12.0,18.0,12.0,1,0.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0,2.0,0.0
614,61,60,UNEQUAL-H,32.0,28.0,32.0,1,4.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0
615,61,60,UNEQUAL-H,30.0,30.0,30.0,1,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
620,62,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,2.0,4.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0
621,62,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0
622,62,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0
623,62,30,UNEQUAL-H,14.0,16.0,14.0,1,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0
624,62,60,UNEQUAL-H,40.0,20.0,40.0,1,2.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0
625,62,60,UNEQUAL-H,38.0,22.0,38.0,1,2.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,4.0
630,63,30,UNEQUAL-H,4.0,26.0,4.0,1,4.0,4.0,2.0,4.0,4.0,0.0,4.0,2.0,0.0,2.0
631,63,30,UNEQUAL-H,4.0,26.0,4.0,1,4.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,4.0,0.0
632,63,30,UNEQUAL-H,10.0,20.0,10.0,1,4.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0
633,63,30,UNEQUAL-H,12.0,18.0,12.0,1,4.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
634,63,60,UNEQUAL-H,36.0,24.0,36.0,1,4.0,4.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,2.0
635,63,60,UNEQUAL-H,34.0,26.0,34.0,1,4.0,4.0,4.0,2.0,2.0,0.0,2.0,4.0,0.0,4.0
640,64,30,UNEQUAL-H,12.0,18.0,12.0,1,4.0,0.0,2.0,4.0,4.0,0.0,2.0,0.0,2.0,0.0
641,64,30,UNEQUAL-H,4.0,26.0,4.0,1,4.0,4.0,4.0,0.0,4.0,2.0,4.0,2.0,2.0,0.0
642,64,30,UNEQUAL-H,6.0,24.0,6.0,1,4.0,4.0,4.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0
643,64,30,UNEQUAL-H,12.0,18.0,12.0,1,4.0,0.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0
644,64,60,UNEQUAL-H,42.0,18.0,42.0,1,4.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
645,64,60,UNEQUAL-H,32.0,28.0,32.0,1,4.0,4.0,2.0,4.0,0.0,4.0,4.0,4.0,2.0,0.0
650,65,30,UNEQUAL-H,20.0,10.0,20.0,1,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
651,65,30,UNEQUAL-H,0.0,30.0,0.0,1,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0
652,65,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
653,65,30,UNEQUAL-H,4.0,26.0,4.0,1,2.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,2.0,4.0
654,65,60,UNEQUAL-H,36.0,24.0,36.0,1,4.0,4.0,4.0,4.0,0.0,2.0,0.0,4.0,2.0,0.0
655,65,60,UNEQUAL-H,34.0,26.0,34.0,1,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0
660,66,30,UNEQUAL-H,2.0,28.0,2.0,1,4.0,2.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,4.0
661,66,30,UNEQUAL-H,18.0,12.0,18.0,1,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
662,66,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,2.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0
663,66,30,UNEQUAL-H,10.0,20.0,10.0,1,4.0,2.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0
664,66,60,UNEQUAL-H,30.0,30.0,30.0,1,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,0.0
665,66,60,UNEQUAL-H,38.0,22.0,38.0,1,2.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0
670,67,30,UNEQUAL-H,14.0,16.0,0.0,0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
671,67,30,UNEQUAL-H,6.0,24.0,0.0,0,4.0,2.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,2.0
672,67,30,UNEQUAL-H,18.0,12.0,0.0,0,4.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
673,67,30,UNEQUAL-H,10.0,20.0,0.0,0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,0.0
674,67,60,UNEQUAL-H,40.0,20.0,0.0,0,4.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0,4.0
675,67,60,UNEQUAL-H,42.0,18.0,0.0,0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
680,68,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,2.0,4.0,4.0,2.0,4.0,0.0,2.0,2.0,2.0
681,68,30,UNEQUAL-H,10.0,20.0,10.0,1,4.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0
682,68,30,UNEQUAL-H,2.0,28.0,2.0,1,0.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0
683,68,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,2.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,4.0
684,68,60,UNEQUAL-H,30.0,30.0,30.0,1,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0
685,68,60,UNEQUAL-H,40.0,20.0,40.0,1,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0
690,69,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,4.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0
691,69,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,2.0,4.0,0.0,2.0,2.0,4.0,2.0,4.0,0.0
692,69,30,UNEQUAL-H,8.0,22.0,8.0,1,2.0,2.0,4.0,4.0,4.0,2.0,2.0,0.0,2.0,0.0
693,69,30,UNEQUAL-H,2.0,28.0,2.0,1,0.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0
694,69,60,UNEQUAL-H,32.0,28.0,32.0,1,4.0,2.0,4.0,2.0,4.0,0.0,4.0,4.0,0.0,4.0
695,69,60,UNEQUAL-H,32.0,28.0,32.0,1,4.0,4.0,0.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0
700,70,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0
701,70,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0
702,70,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,4.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0
703,70,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,2.0,0.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0
704,70,60,UNEQUAL-H,34.0,26.0,34.0,1,0.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,0.0
705,70,60,UNEQUAL-H,32.0,28.0,32.0,1,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0
710,71,30,UNEQUAL-H,14.0,16.0,14.0,1,4.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
711,71,30,UNEQUAL-H,6.0,24.0,6.0,1,2.0,2.0,4.0,4.0,4.0,2.0,2.0,0.0,2.0,2.0
712,71,30,UNEQUAL-H,12.0,18.0,12.0,1,4.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0
713,71,30,UNEQUAL-H,10.0,20.0,10.0,1,2.0,2.0,2.0,2.0,4.0,0.0,4.0,2.0,2.0,0.0
714,71,60,UNEQUAL-H,34.0,26.0,34.0,1,4.0,4.0,0.0,2.0,4.0,4.0,0.0,4.0,2.0,2.0
715,71,60,UNEQUAL-H,32.0,28.0,32.0,1,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,0.0
720,72,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,2.0,4.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0
721,72,30,UNEQUAL-H,2.0,28.0,2.0,1,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,0.0
722,72,30,UNEQUAL-H,12.0,18.0,12.0,1,2.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0
723,72,30,UNEQUAL-H,0.0,30.0,0.0,1,4.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,4.0,4.0
